Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HGG-G34R.V_vs_NB-FOXR2	Str/SVZ 3-Astrocytes	Striatum	Mouse P9	Str/SVZ 3-Astrocytes	1.518372304889159e-4	3.167042839440609e-4	0.7324971746477139	2.685564379566005	0	96	MLC1, NHSL1, RGMA, SFXN5, ARAP2, SLC1A3, BMPR1B, TNFRSF19, APOE, FGFR3, GLI3, F3, HEPACAM, RFX4, CST3, PRDM16, GRAMD3, EDNRB, TNC, LRIG1, S1PR1, HTRA1, HES5, TRIM9, MFGE8, GLUL, SLC7A11, ARHGEF26, FABP7, CSPG5, SLC4A4, AQP4, QKI, ATP1A2, ABCA1, NTM, EGFR, IL18, SLC1A2, GLUD1, PHKG1, PLEKHG1, PAQR8, DTNA, TTYH1, ACSBG1, SLCO1C1, TIMP3, PALLD, NCKAP5, MSI2, ATP1B2, FARS2, TRPS1, PPP1R3C, SLC1A4, PTPRZ1, DBX2, ADCYAP1R1
HGG-G34R.V_vs_NB-FOXR2	Str/SVZ 11-Endothelial	Striatum	Mouse P9	Str/SVZ 11-Endothelial	1.5269506794930523e-4	3.167042839440609e-4	0.7269133216233521	2.656005595767262	0	94	VIM, RHOJ, MYO10, HEG1, NID1, SEPP1, SLCO1A2, WWTR1, CLDN5, TSPAN5, VWF, COL4A2, TTYH2, FN1, ARHGAP29, CSRP2, MAST4, COL4A1, LEF1, FAM101B, ARHGAP18, BSG, GNG11, MECOM, GIMAP6, PLEKHG1, ESAM, CD93, LMO2, ZNF366, FLI1, SLCO1C1, TJP1, RASGRP3, LAMA4, VWA1, CDH5, SLC16A1, HMCN1, IGFBP7, IGF1R, SEMA6A, SPARC, CCDC141, EPAS1, KANK3, SLC7A5, FLT1, FOXQ1, LY75, CYYR1, RGS5, ABCB1, SLC38A2, MYO1B, ENG, RBPMS, FBXL7, RASSF9, KDR, SPARCL1, CD34, HIP1, PTPRB, ABLIM1, SLC40A1, SLC39A8, TFRC
HGG-G34R.V_vs_NB-FOXR2	F-p3 ENDO	Forebrain P3	Mouse P3	Endothelial	1.5332720024532353e-4	3.167042839440609e-4	0.7279363536494112	2.6513457978324064	0	92	RHOJ, SLCO1A2, GRAP, CLDN5, TMEM204, SLCO2B1, TIE1, TNFRSF11B, SLC2A1, VWF, FN1, LEF1, ROBO4, SCARF1, GIMAP1, MECOM, FOXF2, GIMAP6, EGFL7, SLC38A5, ESAM, CD93, LMO2, C16orf89, FLI1, ECSCR, RASGRP3, C1orf54, FXYD5, ACVRL1, SLC16A4, VWA1, CDH5, SLC16A1, ICAM2, APLNR, MYCT1, IGFBP7, HSPA12B, CCDC141, GRAPL, KANK3, LY75-CD302, FLT1, ANXA3, FOXQ1, EMCN, LY75, CD40, CYYR1, ABCB1, AFAP1L1, RASIP1, APLN, TMEM252, SRGN, ENG, ERG, ECM1, SOX17, RASSF9, NOS3, KDR, EXOC3L1, CD34, PTPRB, HTRA3, USHBP1, SLC40A1, SLC39A8, TFRC, CA4, PALMD, CLEC14A
HGG-G34R.V_vs_NB-FOXR2	F-p6 ASTR3	Forebrain P6	Mouse P6	Astrocytes 3	1.482799525504152e-4	3.167042839440609e-4	0.696568890536782	2.627280860795011	0	119	MLC1, MT1E, MT1E, SFXN5, MT3, CLU, CD9, APOE, HEPACAM, CCDC80, GJA1, EDNRB, MT2A, MT2A, TNC, TST, EEPD1, HLA-DQB2, CNN3, MT1X, MT1X, C4A, PDPN, CD74, CD63, C4B, ZNF423, TMEM47, AQP4, S100A6, HLA-DQB1, PEA15, SOCS3, DDAH1, GLUD1, HLA-DMA, NDRG2, DTNA, TTYH1, MT1H, MT1H, MT1G, MT1G, IGFBP5, CCDC74A, DBI, CCDC74B, HSPA2, CD81, ATP1B2, TSC22D4, PRDX6, C4orf3, C4orf3, FXYD1, PPP1R3C, A2M, CYR61, GLUD2, TSPAN3, MT1A, MT1A, PTER, OAT, PHGDH, HMGCS1, FOS
HGG-G34R.V_vs_NB-FOXR2	VSVZ-2 Endothelial	V-SVZ	Mouse adult	VSVZ-2 Endothelial	1.5332720024532353e-4	3.167042839440609e-4	0.7200001176756147	2.6138875508259094	0	89	PLTP, HEG1, SLCO1A2, C10orf10, CLDN5, TMEM204, TIE1, IFITM3, SLC2A1, HSPB1, PTRF, VWF, FN1, GATA2, C1orf64, ROBO4, BSG, EGFL7, SLC38A5, SEMA3C, ESAM, CD93, C16orf89, SLCO1C1, FXYD5, ACVRL1, MMRN2, AHNAK, VWA1, CDH5, ICAM2, IGFBP7, HSPA12B, EPAS1, KANK3, ABCG2, ITM2A, FLT1, EDN3, FOXQ1, EMCN, CYYR1, ABCB1, RASIP1, SRGN, ENG, WFDC1, KIAA1462, ERG, SDPR, ADCY4, SOX17, THBD, PROM1, CCM2L, KDR, TINAGL1, CD34, SOX18, PTPRB, ABLIM1, USHBP1
HGG-G34R.V_vs_NB-FOXR2	F-p0 MNG	Forebrain P0	Mouse P0	Meninges	1.511030522816561e-4	3.167042839440609e-4	0.7099805969689115	2.612254020978779	0	98	NUPR1, NID1, EMP3, MSX1, COL5A2, LRRC17, RANBP3L, FIBIN, STRA6, DCN, OLFML3, VAMP5, BMP7, EVA1B, BICC1, SLC7A11, FCGRT, FMOD, TFPI, COL1A2, WISP1, ARHGAP29, CPED1, ISLR, COL4A1, EMILIN1, GJB2, COL5A1, FOXC1, MRGPRF, COL1A1, ALDH1A2, ALX3, LRRK1, ITIH5, LPAR1, BMP5, SERPINF1, NID2, COLEC12, SPHK1, CDH5, COL3A1, MXRA8, LOX, PCOLCE, GJB6, RCN3, COL6A1, ITM2A, EDN3, COL6A2, CTSK, LAMA1, EFEMP1, CYP1B1, OGN, MMP2, COL6A3, FOXC2, IGF2, S100A10
HGG-G34R.V_vs_NB-FOXR2	F-e15 DRGC	Forebrain E15.5	Mouse E15.5	Dorsal radial glial cells	1.4940983116689077e-4	3.167042839440609e-4	0.69855586370844	2.607995801928702	0	109	TEAD2, HES1, VIM, ZFP36L1, MT1E, MT1E, PAX6, SLC1A3, SOX9, MT3, NR2E1, GJA1, MT2A, MT2A, PSAT1, GNG5, GNG5, MT1X, MT1X, HES5, CREB5, SERPINH1, FABP7, CD63, EMX2, OAZ1, GLO1, NDRG2, TTYH1, MT1H, MT1H, MT1G, MT1G, LPAR1, DBI, APRT, PRDX1, GRB10, MCM6, PRDX6, SERF2, SFR1, SIVA1, GAS1, GINS2, H2AFZ, TPI1, MT1A, MT1A, GNAI2, PHGDH, ENO1, PLAGL1, MCM3, MDK, PKM, EEF1D, H2AFV, MCM5, PDCD4, TKT, ID4, METTL1
HGG-G34R.V_vs_NB-FOXR2	GEs 5	GEs-mixed	Mouse E13-14	GEs-mixed 5	1.511030522816561e-4	3.167042839440609e-4	0.7033770178309431	2.5920427916563256	0	99	HES1, VIM, ZFP36L1, SLC1A3, SOX9, MT3, MAGT1, NR2E1, EDNRB, IQGAP2, PSAT1, S1PR1, HES5, PDPN, FABP7, VCAM1, QKI, PEA15, UACA, DDAH1, NDRG2, TTYH1, NDE1, ADD3, NES, CEP89, DBI, CENPA, CDCA3, VIT, NEK6, TUBA1B, NUSAP1, SMC4, SPARC, ARL6IP1, RGCC, OTX2, TACC1, CDC20, CCNB1, SLC12A2, ANXA2, CKS2, CYR61, TUBA1C, CDK1, PTPRZ1, TACC3, CCNB2, OAT, CCDC34, PBK, PTTG1, H2AFX, FAM64A, DLGAP5, ARHGAP5, CKB, TOP2A, CKAP5, PRC1, CKAP2L, ACSS1
HGG-G34R.V_vs_NB-FOXR2	HP Microglia	NA	Human ped/adult	Microglia	1.511030522816561e-4	3.167042839440609e-4	0.6971531993911112	2.5650577721737293	0	98	AKAP13, PALD1, INPP5D, C1QB, BNC2, ETV6, CX3CR1, SLCO2B1, CSF1R, ZNF710, SYK, SORL1, MYO1F, C3, ZFHX3, CD74, ADAM28, PLXDC2, CSF2RA, SFMBT2, CPED1, LHFPL2, APBB1IP, DOCK8, SAMSN1, DOCK2, BMP2K, TBXAS1, AOAH, FYB, FLI1, PKN2, C10orf11, LPAR6, LRRK1, RBM47, LY86, ITPR2, RUNX1, ARHGAP15, BLNK, PTPRC, TAB2, SLC4A7, HS3ST4, SLC9A9, RP11-556E13.1, FOXN3, A2M, PICALM, ARHGAP24, ATP8B4, DOCK4, USP53, CAPZB, P2RY12
HGG-G34R.V_vs_NB-FOXR2	GEs 0	GEs-mixed	Mouse E13-14	GEs-mixed 0	1.511030522816561e-4	3.167042839440609e-4	0.6968272613189559	2.563858537936607	0	98	HES1, VIM, ZFP36L1, SLC1A3, MYO10, SOX9, MT3, CST3, NR2E1, EDNRB, PSAT1, S1PR1, HES5, MFGE8, PDPN, SERPINH1, FABP7, VCAM1, PEA15, DDAH1, SALL3, YBX3, NDRG2, TTYH1, MT1G, IGFBP5, NES, DBI, APRT, PRDX1, MCM6, NEK6, SPARC, RGCC, PRDX6, C4orf3, SIVA1, PTX3, GINS2, ANXA2, KLF4, CYR61, PTPRZ1, TPI1, PHGDH, ENO1, PDIA3, HMGCS1, FGFBP3, MCM3, MDK, MCM4, ARHGAP5, ALDOA, CKB, PCNA, TKT, ID4
HGG-G34R.V_vs_NB-FOXR2	VSVZ-2 Astrocytes	V-SVZ	Mouse adult	VSVZ-2 Astrocytes	1.518372304889159e-4	3.167042839440609e-4	0.6947558709197985	2.547192923077019	0	96	MLC1, FZD2, SLC1A3, SOX9, MT3, CLU, APOE, FGFR3, F3, CST3, EDNRB, TST, AGT, S1PR1, HTRA1, GPR37L1, HES5, MFGE8, ALDH1L1, GLUL, FABP7, CD63, CSPG5, SLC4A4, VCAM1, TMEM47, AQP4, ATP1A2, FAM107A, SLC1A2, DDAH1, GLUD1, NDRG2, TTYH1, MT1H, MT1G, ACSBG1, SLCO1C1, TIMP3, DBI, CD81, ACSL3, ATP1B2, GJB6, PRDX6, FXYD1, NKAIN4, SLC9A3R1, CYP2J2, PTPRZ1, DBX2, SDC4, ABHD3, DKK3, SPARCL1, FJX1, NTSR2
HGG-G34R.V_vs_NB-FOXR2	F-p6 ASTR2-2	Forebrain P6	Mouse P6	Astrocytes 2-2	1.509433962264151e-4	3.167042839440609e-4	0.6891219180064876	2.5457477613069	0	101	MLC1, SLC1A3, MT3, F3, CST3, GJA1, TST, SLC27A1, HTRA1, HES5, TRIM9, MFGE8, ALDH1L1, GLUL, NRARP, FABP7, VCAM1, LCAT, CSRNP1, AQP4, ATP1A2, FAM181B, PEA15, BHLHE40, SOCS3, CA2, SLC1A2, GLUD1, FADS2, NDRG2, KLF6, TTYH1, GEM, JUN, ACSBG1, SLCO1C1, TGFB2, PPP1R3G, PRDX6, PPP1R3C, KLF4, SLC9A3R1, CYR61, GLUD2, BTG2, PHGDH, ENO1, HMGCS1, FGFBP3, FOS, DUSP1, DCLK1, SPARCL1, GRM3, CKB, GPM6B, ACOT1, FOSB
HGG-G34R.V_vs_NB-FOXR2	VSVZ-2 T	V-SVZ	Mouse adult	VSVZ-2 T	1.5489467162329616e-4	3.167042839440609e-4	0.7150408090330944	2.5383990600423214	0	78	LGALS1, EMP3, ITGB2, SLFN12, CD74, PTPN6, B2M, HLA-DRB1, CYBA, PLAC8, PSMB8, HLA-DQB1, GPSM3, STK17B, GIMAP1, ARHGDIB, GIMAP6, HMHA1, HLA-DQA1, TAGLN2, CNN2, TMSB10, RAC2, GMFG, MS4A6A, FXYD5, CYTIP, S100A11, AHNAK, CD53, NKG7, MNDA, ARPC1B, MS4A4A, PTPRC, CD3G, CCR2, ANXA2, SHISA5, PTPRCAP, SRGN, TMSB4Y, IFI27L1, S100A10, IL2RG
HGG-G34R.V_vs_NB-FOXR2	F-p3 MNG	Forebrain P3	Mouse P3	Meninges	1.511258878645912e-4	3.167042839440609e-4	0.6827637240367157	2.5192560939036657	0	100	LGALS1, MRC2, NUPR1, EMP3, LRRC17, RANBP3L, DCN, OLFML3, VAMP5, LAMC3, BICC1, SRPX2, FCGRT, IL34, FMOD, TFAP2B, TFPI, COL1A2, WISP1, ARHGAP29, CPED1, ISLR, EMILIN1, FBLN5, GJB2, COL5A1, MFAP4, FOXC1, MRGPRF, COL1A1, ALDH1A2, ALX3, ITIH5, LPAR1, SERPINF1, NID2, COLEC12, COL3A1, LOX, PCOLCE, GJB6, SVIL, RCN3, COL6A1, COPZ2, SERPING1, ITM2A, EDN3, PDLIM2, COL6A2, CTSK, EFEMP1, CYP1B1, CD248, OGN, ANGPTL2, MMP2, COL6A3, IGF2, S100A10
HGG-G34R.V_vs_NB-FOXR2	F-p6 ENDO	Forebrain P6	Mouse P6	Endothelial	1.5309246785058175e-4	3.167042839440609e-4	0.6876200633323158	2.5087606827552302	0	93	GRAP, CLDN5, TIE1, TNFRSF11B, DEF6, VWF, FN1, DLL4, ROBO4, ZIC3, GIMAP1, MECOM, FOXF2, GIMAP6, EGFL7, SLC38A5, ESAM, CD93, LMO2, C16orf89, FLI1, ECSCR, RASGRP3, C1orf54, ACVRL1, MMRN2, SLC16A4, VWA1, CDH5, SLC16A1, HMCN1, ICAM2, APLNR, MYCT1, IGFBP7, HSPA12B, GRAPL, KANK3, LY75-CD302, FLT1, FOXQ1, EMCN, LY75, CD40, CYYR1, ABCB1, AFAP1L1, RASIP1, TMEM252, SRGN, ENG, ERG, SOX17, RASSF9, KDR, GPR4, EXOC3L1, CD34, PTPRB, HTRA3, ABLIM1, USHBP1, SLC40A1, SLC39A8, TFRC, CA4, PALMD, CLEC14A
HGG-G34R.V_vs_NB-FOXR2	F-p0 ENDO	Forebrain P0	Mouse P0	Endothelial	1.513317191283293e-4	3.167042839440609e-4	0.6809860097603698	2.501687625776478	0	97	GRAP, C10orf10, CLDN5, TIE1, DEF6, VWF, GATA2, PIK3R6, GPIHBP1, ROBO4, PDGFB, GIMAP1, MECOM, FOXF2, GIMAP6, EGFL7, SLC38A5, ESAM, CD93, C16orf89, FLI1, ECSCR, C1orf54, ACVRL1, SLC16A4, PROCR, FLT4, VWA1, CDKN2B, PDE8A, FAM124B, CDH5, ICAM2, APLNR, MYCT1, HSPA12B, GIMAP5, SERPINB6, SLCO2A1, GRAPL, LY75-CD302, FLT1, CLEC1A, FOXQ1, EMCN, LY75, CD40, CYYR1, ABCB1, RASIP1, TMEM252, SRGN, ENG, WFDC1, ERG, SOX17, RASSF9, CCM2L, SIGIRR, KDR, EXOC3L1, CD34, CAV1, SOX18, PTPRB, HTRA3, USHBP1, PCDH12, SLC40A1, SLC39A8
HGG-G34R.V_vs_NB-FOXR2	F-p6 ASTR2	Forebrain P6	Mouse P6	Astrocytes 2	1.4940983116689077e-4	3.167042839440609e-4	0.6713364829506174	2.4989061446982075	0	106	MLC1, MT1E, SLC1A3, MT3, CLU, APOE, HEPACAM, CST3, SLC25A18, GJA1, EDNRB, PON2, TMEM100, MT2A, SLC15A2, TST, IGFBP2, SLC27A1, MT1X, HTRA1, HES5, TRIM9, MFGE8, ALDH1L1, GLUL, FABP7, CD63, CSPG5, SLC4A4, VCAM1, AQP4, ATP1A2, FAM181B, PEA15, CA2, SLC1A2, GLUD1, NDRG2, TTYH1, MT1H, MT1G, ACSBG1, SCD, DBI, CD81, ATP1B2, TSC22D4, GLUD2, PTPRZ1, DBX2, MT1A, PHGDH, ABHD3, HMGCS1
HGG-G34R.V_vs_NB-FOXR2	F-p0 ASEP	Forebrain P0	Mouse P0	Astro-ependymal progenitors	1.511030522816561e-4	3.167042839440609e-4	0.6756615100012207	2.48598272101592	0	98	MLC1, HES1, VIM, SLC1A3, SOX9, BDH2, MT3, CLU, CD9, APOE, HEPACAM, RFX4, CST3, SLC25A18, GJA1, EDNRB, SLC27A1, ENKUR, SERPINH1, C9orf116, CD63, CSPG5, TMEM47, GDPD2, GLO1, ZIC1, ZIC3, ITM2C, PAQR8, NDRG2, TEKT1, TTYH1, C2orf72, IGFBP5, LPAR1, DBI, ZIC4, C7orf57, HSPA2, CD81, C10orf105, PIFO, SPARC, OTX2, SLC14A2, NKAIN4, PACRG, C2orf50, TSPAN3, ITM2B, PHGDH, GALNT16, RSPH1, FOS
HGG-G34R.V_vs_NB-FOXR2	F-p6 MNG	Forebrain P6	Mouse P6	Meninges	1.509433962264151e-4	3.167042839440609e-4	0.6705615643729309	2.477182276046502	0	101	LGALS1, NUPR1, EMP3, MSX1, LRRC17, RANBP3L, DCN, OLFML3, VAMP5, FSTL1, LAMC3, BICC1, SRPX2, FCGRT, IL34, COL4A6, TFAP2B, TFPI, COL1A2, ARHGAP29, CPED1, ISLR, EMILIN1, ZIC1, FBLN5, GJB2, MFAP4, FOXC1, MRGPRF, COL1A1, ALDH1A2, ALX3, ITIH5, LPAR1, SERPINF1, CXCL16, COLEC12, COL3A1, MXRA8, LOX, PCOLCE, GJB6, RCN3, COL6A1, COPZ2, SERPING1, EDN3, PDLIM2, COL6A2, CTSK, LAMA1, EFEMP1, CYP1B1, OGN, MMP2, ALDH1A1, COL6A3, IGF2, S100A10
HGG-G34R.V_vs_NB-FOXR2	F-e12 MNG	Forebrain E12.5	Mouse E12.5	Meninges	1.5309246785058175e-4	3.167042839440609e-4	0.677629078741049	2.4723088823189334	0	93	LGALS1, NUPR1, NID1, EMP3, APOE, MSX1, COL5A2, GJA1, LAPTM4A, DCN, RRBP1, FSTL1, PPIC, EVA1B, CRYM, SERPINH1, COL4A2, FN1, CD63, CDH11, TFAP2B, COL1A2, ARHGAP29, CPED1, ANXA5, S100A6, ISLR, COL4A1, EMILIN1, FOXC1, COL1A1, OAF, LPAR1, SERPINF1, COL23A1, COLEC12, CALD1, S100A11, AHNAK, HMCN1, COL3A1, PCOLCE, SPARC, SVIL, RCN3, COL6A1, ITM2A, COL6A2, ANXA2, DAB2, RBMS1, COL6A3, FOS, IGF2, S100A10, NBL1, IGF1
HGG-G34R.V_vs_NB-FOXR2	Str/SVZ 34-Progenitor	Striatum	Mouse P9	Str/SVZ 34-Progenitor	1.5269506794930523e-4	3.167042839440609e-4	0.6747493524708226	2.465408189109282	0	94	LGALS1, APOE, CST3, SEPP1, C1QA, TREM2, EFHD2, C1QB, GNG5, C1QC, CX3CR1, CLIC1, CSF1R, NPC2, TYROBP, CD63, B2M, CYBA, AIF1, RGS10, LAPTM5, ARHGDIB, VAMP8, ACTB, RAC2, SPI1, OSTF1, MT1G, FTL, LST1, LY86, SDF2L1, FCGR2B, CTSB, CD68, CTSZ, TUBA1B, ARPC1B, FCER1G, RAP1B, GPX1, SH3BGRL3, ATP5J2, HEXA, CSTB, VMP1, CAPZA2, UQCR10
HGG-G34R.V_vs_NB-FOXR2	VSVZ-1 Astrocyte	V-SVZ	Mouse adult	VSVZ-1 Astrocyte	1.5269506794930523e-4	3.167042839440609e-4	0.6743201634560032	2.463840012559076	0	94	MLC1, LFNG, SFXN5, SLC1A3, SOX9, MT3, CLU, APOE, FGFR3, F3, SLC25A18, EDNRB, AGT, S1PR1, HTRA1, GPR37L1, HES5, CRYM, MFGE8, ALDH1L1, FABP7, CSPG5, SLC4A4, TMEM47, AQP4, ATP1A2, MGLL, FAM107A, SLC1A2, DDAH1, GLUD1, NDRG2, TTYH1, MT1H, MT1G, ACSBG1, TIMP3, ACSL3, ATP1B2, GJB6, PRDX6, FXYD1, NKAIN4, SLC9A3R1, CYP2J2, PTPRZ1, DBX2, SDC4, ABHD3
HGG-G34R.V_vs_NB-FOXR2	HP AST-FB	NA	Human ped/adult	Fibrous astrocytes	1.5332720024532353e-4	3.167042839440609e-4	0.6712188212611789	2.436791991699502	0	89	NHSL1, SFXN5, SLC1A3, BMPR1B, MT3, NKAIN3, CLU, APOE, FGFR3, RFX4, CST3, MT2A, SHROOM3, GLIS3, COL5A3, LRRC16A, GLUL, GPR98, SLC4A4, AQP4, ATP1A2, MAST4, FAT3, NTM, HPSE2, SLC1A2, GLUD1, NDRG2, DTNA, TTYH1, PAMR1, NEAT1, ITPR2, AHCYL2, MSI2, NAT8L, SORBS1, MACF1, PRKG1, NRG3, NEBL, FBXL7, PRODH, PTGDS, WWOX, LINC00478, C1orf61, SPARCL1, DCLK2, CAMK2G, CTNND2, ABLIM1, ADCY2, ZBTB20, GFAP, FMN2
HGG-G34R.V_vs_NB-FOXR2	F-p3 ASTR3	Forebrain P3	Mouse P3	Astrocytes 3	1.4894250819183795e-4	3.167042839440609e-4	0.6452073467858833	2.426862990362201	0	117	RGMA, MT1E, MT1E, BMPR1B, CLU, APOE, SLC25A18, GJA1, EDNRB, MT2A, MT2A, TNC, LIFR, TST, AGT, MT1X, MT1X, ALDH1L1, CD63, SLC4A4, LCAT, ZNF423, TMEM47, AQP4, ATP1A2, SOCS3, LAMP1, GLUD1, PAQR8, MT1H, MT1H, MT1G, MT1G, IGFBP5, SERPINF1, SCD, DBI, TMEM176B, CD81, ATP1B2, TSC22D4, TMEM176A, PRDX6, MAMDC2, AAMDC, A2M, GLUD2, MT1A, MT1A, PLEC, BMPR1A, TMEM150A, SDC4, PHGDH, FGFBP3, FOS, DCLK1, SPARCL1, NTSR2, CKB, CNP, GPM6B, ACOT1
HGG-G34R.V_vs_NB-FOXR2	VSVZ-1 Endothelial	V-SVZ	Mouse adult	VSVZ-1 Endothelial	1.5332720024532353e-4	3.167042839440609e-4	0.66043177448296575	2.4054754254981794	0	92	PLTP, HEG1, SLCO1A2, C10orf10, CLDN5, TMEM204, IFITM3, IFITM3, SLC2A1, HSPB1, ECE1, PTRF, FN1, BSG, EGFL7, TAGLN2, SLC38A5, ESAM, CD93, C16orf89, SLCO1C1, C1orf54, FXYD5, ACVRL1, VWA1, NFKBIA, CDH5, ICAM2, IGFBP7, EPAS1, KANK3, ABCG2, SLC7A5, ITM2A, FLT1, ANXA3, FOXQ1, APOLD1, EMCN, KLF4, ABCB1, SRGN, ENG, WFDC1, KIAA1462, SDPR, SOX17, PROM1, CCM2L, ATOX1, KDR, TINAGL1, CD34, CAV1, SPTBN1, SOX18, PTPRB, ABLIM1
HGG-G34R.V_vs_NB-FOXR2	F-p3 EPENP	Forebrain P3	Mouse P3	Ependymal progenitors	1.5003750937734434e-4	3.167042839440609e-4	0.6452235202947352	2.3977769598631467	0	105	MLC1, MT1E, MT1E, BDH2, MT3, CLU, FOXJ1, GJA1, MT2A, MT2A, WDR78, MT1X, MT1X, ENKUR, TMEM107, C9orf116, TMEM47, LRRC23, ANXA5, S100A6, IQCG, ITM2C, TEKT1, MT1H, MT1H, MT1G, MT1G, LPAR1, CCDC74A, DBI, DUSP14, CCDC74B, C7orf57, HSPA2, C10orf105, PIFO, MORN5, CCDC113, UBXN11, PRDX6, FXYD1, NKAIN4, PACRG, PPP1R32, TCP11L2, DMKN, C2orf50, MT1A, MT1A, RSPH1, CYSTM1, SPAG6, DRC1, TNNT3
HGG-G34R.V_vs_NB-FOXR2	GEs_Ctx 10	CGE	Mouse E13.5	CGE 10	1.511030522816561e-4	3.167042839440609e-4	0.646731427901361	2.379539356767314	0	98	TEAD2, VIM, SLC1A3, SOX9, MT3, NR2E1, PSAT1, GNG5, GSX2, HES5, CLIC1, MFGE8, NRARP, SERPINH1, FABP7, TCF3, DDAH1, NES, DBI, PRDX4, PRDX1, HAT1, CENPA, CDCA3, MCM6, TUBA1B, SMC4, RGCC, PRDX6, SOX21, SIVA1, GMNN, CDC20, GINS2, CDK1, PTPRZ1, BTG2, TOX3, PHGDH, PBK, MCM3, MDK, E2F1, TPM4, RPA2, ABRACL, EEF1D, MCM4, CKB, H2AFV, MCM5, TOP2A, SPC24, TMPO, SMC2, UNG, CKS1B, NT5DC2, ASCL1
HGG-G34R.V_vs_NB-FOXR2	HF IPC-nEN3	Human fetal cortex/MGE	Human fetal	Intermediate Progenitor Cells EN-like 3	1.511258878645912e-4	3.167042839440609e-4	0.6248935437569043	2.305727168460376	0	100	TEAD2, MLC1, PAX6, MYO10, COL4A5, HEG1, NKAIN3, MFNG, DLL1, DNM2, SNCAIP, EOMES, GPRC5B, ZEB1, TTYH2, PTTG1IP, SDC2, ZNF423, TEX9, KIF26B, GLO1, TMX1, TMTC2, MFAP4, RASGRP1, PRDX1, SLC39A11, GSTP1, GSTP1, GSTP1, ARMCX6, KIAA0247, SEC11A, CBFA2T2, TFAP2C, HES6, MAGI1, DUSP10, ZHX3, CA12, SCRN1, TGIF2, TGIF2, BTG2, DLL3, RGS16, MDK, AKNA, FJX1, INHBB, FLNB, FAM127A, PEX19, MAD2L2, POU2F1
HGG-G34R.V_vs_NB-FOXR2	F-e12 DRGC	Forebrain E12.5	Mouse E12.5	Dorsal radial glial cells	1.511258878645912e-4	3.167042839440609e-4	0.6161786174680677	2.2735709035796536	0	100	HES1, VIM, ZFP36L1, MT1E, PAX6, DMRTA2, SOX9, GLI3, MT2A, PSAT1, GNG5, GNG5, MT1X, HES5, CREB5, FABP7, EMX2, MYCN, EMX1, LIX1, FEZF2, TTYH1, MT1H, MT1G, DBI, PRDX1, MCM6, PRDX6, SFR1, SIVA1, GAS1, GINS2, TPI1, MT1A, PHGDH, ENO1, PLAGL1, MCM3, MDK, RPA2, PKM, EEF1D, MCM4, ALDOA, MCM5, PDCD4, TKT, ID4
HGG-G34R.V_vs_NB-FOXR2	F-p0 GRGC-P	Forebrain P0 progenitors (refined)	Mouse P0	Proliferating gliogenic progenitors	1.5309246785058175e-4	3.167042839440609e-4	0.6171514359538663	2.2516580600102865	0	93	PSRC1, CENPN, SHCBP1, NDE1, CENPA, CDCA3, GAS2L3, NUSAP1, SMC4, CENPI, CENPQ, GMNN, CDC20, DEPDC1, H2AFZ, CCNB1, E2F8, CDC25C, CKS2, CDKN3, CDK1, TACC3, CCNB2, KIF2C, CDKN2C, BUB1, TROAP, PBK, CENPL, H2AFX, DLGAP5, CDCA2, TOP2A, AURKA, TTK, TK1, PRC1, MELK, FAM83D, KIFC1, PLK4, CKAP2L, SPC24, SMC2, KIF15, UBE2C, HMMR, KIF23, ECT2, KIF20A, CCNA2, AURKB, BUB1B, DBF4, KIF22, NEK2, CENPE, ARHGEF39, NUF2
HGG-G34R.V_vs_NB-FOXR2	HF RG-early	Human fetal cortex/MGE	Human fetal	earlyRG	1.511258878645912e-4	3.167042839440609e-4	0.6031686602099552	2.225566867995942	0	100	GLI2, VIM, AJUBA, COL4A5, TNFRSF19, OTX1, FGFR3, ZNF217, NR2E1, TCF7L1, PLAG1, TSPAN6, CREB5, ADAMTS9, CENPN, POLR2L, POLR2L, HEY1, LEF1, LIX1, DARS, MDM1, CDCA3, ZIC5, TFAP2C, CCDC18, GMNN, VEGFA, CDC25C, CKS2, CDKN3, TPI1, MCAM, DDIT3, PBK, HIST1H1E, UBB, RAD51AP1, RBBP8, PTTG1, EEF1D, FAM64A, HIST1H1C, PCNA, PCNA, TTK, PRC1, SPC24, KIF15, HMGN2, HIST1H4C, CKS1B, UBE2C, BNIP3, WBP4
HGG-G34R.V_vs_NB-FOXR2	GEs 1	CGE/LGE	Mouse E13-14	CGE/LGE 1	1.511030522816561e-4	3.167042839440609e-4	0.6011721799101276	2.2119117775546386	0	98	PSRC1, MEIS2, DLX2, CENPA, CDCA3, TUBA1B, NUSAP1, SMC4, ARL6IP1, CDC20, CCNB1, CDC25C, CKS2, KIF18A, TUBA1C, CDK1, ANP32E, TACC3, CCNB2, TOX3, KIF2C, BUB1, TROAP, PBK, CENPL, ABRACL, PTTG1, H2AFX, FAM64A, DLGAP5, CDCA2, H2AFV, TOP2A, AURKA, TTK, LMO4, PRC1, FAM83D, KIFC1, CKAP2L, TRIM59, SMC2, NUDT4, HJURP, CKS1B, UBE2C, HMMR, KIF23, ECT2, SGOL1, KIF20A, SPDL1, CCNA2, DBF4, KIF22, PIF1, CASC5, ARHGAP11A, EZR, CALM2, CENPE, NUF2
