Comparison	Cell_type	Age	Dataset	pval	padj	ES	NES	leadingEdge
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 18-Interneurons	Mouse P9	Anderson et al 2020	1.719986240110079e-4	4.824456651540483e-4	-0.5132318677804624	-1.928723053972081	MEGF11, NXPH1, CRTAC1, NNAT, OPCML, ADCY8, TMEM130, TRHDE, CRABP1, LGR5, VWC2, RBFOX1, NYAP2, ERC2, OLFM2, LRRTM4, GRIA4, ABLIM3, DNER, GRIP1, VSNL1, ASTN2, PPM1L, XKR4, DLGAP2, KCNC2, ZMAT4, KCNMB2, KIT, PCDH15, ADAMTS17, CHRM2, IQSEC3, MYT1L
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Ependymal	Mouse P3	Jessa et al 2019	1.742767514813524e-4	4.824456651540483e-4	-0.5477974410842825	-1.9814024874528926	CCNA1, SPAG6, SPAG17, RSPH1, C5orf49, TMEM212, DYNLRB2, LRRC34, CAPSL, FAM183A, MORN5, RSPH4A, PIFO, MAPK15, C2orf50, DMKN, SPEF1, PPP1R36, IQCA1, MAATS1, C2orf70, FOXJ1, SLC17A8, C9orf116, ZMYND10, CCDC146, LRRC6, CCDC153, IQCG, DNAH6, C9orf24, DNAH10, LRRC23, SPEF2, EFCAB10, SPAG8, SPINT2, CCDC180
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Cortical excitatory neurons 1	Mouse P0	Jessa et al 2019	1.7208742040956807e-4	4.824456651540483e-4	-0.5363796924154837	-2.005583460718558	TENM2, ARPP21, OPCML, SYT4, RTN1, STMN2, NSG2, RAB3A, NSG1, RBFOX1, FAM19A2, LY6H, NCAM1, TSPAN13, FAM49A, GPR85, NBEA, BZW2, KIAA1549L, PLXNA4, RUNX1T1, TUBB3, STMN3, PPFIA2, DPYSL3, CLSTN2, MACROD2, APLP1, SERP2, UCHL1, CNTN2, TSC22D1, FRMD4A, POU3F1, MYT1L, MIF, ELAVL3, NEUROD6, MPPED1, STMN4
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Astrocytes 3	Mouse P6	Jessa et al 2019	1.7064846416382253e-4	4.824456651540483e-4	-0.5302316248846349	-2.046834353236509	NTRK2, PPP1R1A, GFAP, HSPB8, RNF182, FBXO2, MSX2, SCG3, ID3, ATP1B1, PRKAG2, SOCS3, ZNF423, C4A, C4B, CLU, GLUD2, GJA1, CPE, FXYD6-FXYD2, C4orf3, C4orf3, FXYD6, CIDEA, TSC22D4, ALDOC, NTSR2, HLA-DQB1, DTNA, PPP1R3C, MGST1, GLUD1, CD81, ENTPD2, CCDC80, MMD2, JUNB, TMEM47, PTER, AQP4, ID2, HSPA2, GPM6A, MT1HL1, MT1HL1, IGFBP5, CXXC5, MT1B, MT1B, MT1A, MT1A, GSTM5, CD74, TNC, HLA-DQB2, CCDC74B, S100A6, APOE, NDRG2, SHISA8
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Oligodendrocytes	Human ped/adult	Velmeshev et al 2019	1.720282126268708e-4	4.824456651540483e-4	-0.5468158647775413	-2.0574095377501975	DNM3, EXOC6B, DOCK10, MAGI2, MYO1D, FRMD5, SIK3, ABCA2, KLHL32, PCDH9, MARCH1, CERCAM, PIP4K2A, CRYAB, PTGDS, CNDP1, KCNH8, PPP2R2B, CNTN2, CNP, CREB5, DNAJC6, SLC24A2, TMEFF2, PDE4B, MAP7, EDIL3, LPAR1, UGT8, IL1RAPL1, ANK3, AKAP6, ELMO1, MBP, PRUNE2, CDK18, PLCL1, TTLL7, CLDN11, MAP4K4, SH3GL3, PXK, GAB1, SLC44A1, PDE8A, PEX5L, MOBP, DOCK5, SLCO3A1, CTNNA3, C10orf90, SCD, ENPP2, SLC5A11, MAG, SPOCK3, RP11-946L20.2, TRIM2
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Ependymal	Mouse P6	Jessa et al 2019	1.7433751743375174e-4	4.824456651540483e-4	-0.5822541326190983	-2.1092738398585413	SPAG6, SPAG17, C10orf105, RSPH1, C5orf49, TMEM212, DYNLRB2, CAPSL, FAM183A, DRC1, EFCAB1, RIIAD1, TCTEX1D1, MORN5, RSPH4A, PIFO, CCDC39, MAPK15, C2orf50, DMKN, SPEF1, PPP1R36, IQCA1, MYO16, C2orf70, FAM216B, FOXJ1, C9orf116, ZMYND10, CCDC146, CCDC153, IQCG, WDR78, DNAH6, TEKT1, C9orf24, LRRC23, PIH1D2, SPEF2, EFCAB10, SPAG8, SPINT2, CCDC33
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Oligodendrocyte precursor cells	Mouse P0	Jessa et al 2019	1.721763085399449e-4	4.824456651540483e-4	-0.566282965430089	-2.1142524847701227	C1QL1, NXPH1, RPRM, G0S2, SOX10, LHFPL3, OLIG2, KCNIP3, KCND2, CNTN1, XYLT1, BRINP3, OLIG1, PCDH11Y, PCDH11X, BCAS1, NCALD, PPP1R16B, SAPCD2, PTPRE, TIMP4, SULF2, CCND1, SMOC1, B3GAT2, DUSP26, PCDH15, SERPINE2, CNP, SOX8, RAP1GAP, NAP1L5, BCAN, SOX6, TMCC3, PPP1R14C, UGDH, LRP1B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Astrocytes 3	Mouse P3	Jessa et al 2019	1.7015484090522376e-4	4.824456651540483e-4	-0.5498465937164994	-2.117037224903339	RELN, GFAP, HSPB8, RAMP1, FBXO2, MSX2, AGT, TMIE, ID3, PRKAG2, SOCS3, ALDH1L1, ZNF423, SDC4, CLU, GLUD2, GJA1, CPE, ATP1A2, FXYD6-FXYD2, SPARCL1, FXYD6, CIDEA, TSC22D4, ID1, CNP, MT-CO1, GRIN3A, NTSR2, BCAN, TNFRSF21, PLEC, MGST1, GLUD1, CD81, GPR37, MMD2, IL6ST, TMEM47, RGMA, AQP4, ID2, TMEM176A, MT1HL1, MT1HL1, IGFBP5, MT-CO3, CXXC5, MT1B, MT1B, SLC25A18, EMB, MT1A, MT1A, GSTM5, TNC, SCRG1, APOE, SCD, PHYHIPL, MARCKS, SHISA8, LCAT, YWHAH
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Newborn Excitatory Neuron - early born 1	Human fetal	Nowakowski et al 2017	1.720282126268708e-4	4.824456651540483e-4	-0.5626725028031401	-2.11707056884298	MYT1, SLC6A15, JPH4, ZFPM2, FSTL5, HECW1, SYT1, SYT4, EPB41L3, TMEM130, NPTX1, PHYHIP, ERC2, C3orf14, NKAIN1, GLB1L2, PGBD5, PRDM8, ADARB1, B3GAT1, TSPAN18, CFTR, RBFOX3, RCAN3, ACMSD, AUTS2, KIT, DHCR7, PPP2R2B, CNTN2, RASGEF1B, SLC24A2, MMD, WNK2, NEO1, NEUROD6, NDST4, SHISA2, NEUROD1, PPP1R17, DHCR24, THSD7A, BCL11B, SHB, C1orf115, ARHGEF3, SLC17A7, VANGL2, EPHA7, BACH2, TET3, TMEM189, STK17B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Cortical excitatory neurons 2	Mouse E15.5	Jessa et al 2019	1.719986240110079e-4	4.824456651540483e-4	-0.5662571873043312	-2.127991966583074	NNAT, INA, HECW1, ARPP21, SYT4, ACTL6B, RTN1, STMN2, NSG2, TAGLN3, REEP1, SNCB, RAB3A, NSG1, LY6H, DNER, NCAM1, BEX2, TSPAN13, GPR85, BZW2, PLXNA4, TUBB3, FXYD6-FXYD2, PCDH9, FXYD6, CD200, STMN3, DPYSL3, APLP1, CELF4, SERP2, UCHL1, MYT1L, ELAVL3, ANK3, STMN4, KIFAP3, PPP1R14C, GRIA2, ANKRD12, C16orf45, THRA, GNG2, GAP43, TUBB2B, SNRPN, EPHA7, APP, NEUROD2, GPM6A, NR2F2
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Glycolysis	Human fetal	Nowakowski et al 2017	1.720282126268708e-4	4.824456651540483e-4	-0.5658985572465488	-2.1292086862764794	NTRK2, PTPRN, CDKN1A, RAB3A, FGF14, NR6A1, PEG3, VWA5A, VWA5A, TXNIP, PPP2R2C, ATP1A3, P4HA1, DACT3, NEBL, PRKCB, SLC3A1, NSF, DHCR7, ZMAT3, NIPAL3, HK2, PDK1, CARS, BNIP3, AMPD2, FAM162A, FABP3, FABP3, ZRSR2, ZRSR2, STC1, INSIG2, PFKP, EGLN3, STX1A, NUP210L, DCUN1D2, GUCY1A3, ENO2, DEAF1, VEGFA, CNN2, PGK1, PGK1, DDIT4, PFKFB4, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CYP51A1, SPINT2
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 Oligodendrocyte	Mouse adult	Mizrak et al 2019	1.7208742040956807e-4	4.824456651540483e-4	-0.5776733960171845	-2.159985221535472	EFNB3, SEZ6L2, OLIG1, TPPP3, NDRG1, MAPK8IP1, DNAJB2, BIN1, CMTM5, TUBB4A, LGI3, TSPAN2, HAPLN2, CRYAB, PTGDS, TPPP, DESI1, DUSP26, FA2H, APLP1, PDLIM2, CNP, PLEKHB1, TMEFF2, CSRP1, LPAR1, SEPT8, UGT8, ACOT7, STMN4, APOD, GAMT, SLC48A1, MBP, TMEM151A, TTLL7, CLDN11, GJC2, FTH1, GPR37, SEPT4, TALDO1, APP, RNF7, DEGS1, SLC44A1, PEX5L, MOBP, TMEM88B, EVI2A, PLA2G16, FEZ1, AGPAT4
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Parvalbumin interneurons	Human ped/adult	Velmeshev et al 2019	1.7250301880282904e-4	4.824456651540483e-4	-0.586122334657613	-2.1635543178538046	NXPH1, CNTNAP5, CPLX1, KCND2, FGF12, ADCY8, AC010127.3, CALN1, BTBD11, EPHA6, KAZN, VWC2, PTCHD4, GRIA4, ANK1, FAM19A2, RP11-123O10.4, DNER, GRIP1, TRPC4, FRMD5, ASTN2, ALK, PTPRM, PLXNA4, GABRG3, PLCXD3, KCNC2, SPARCL1, ZMAT4, SHISA9, SGCZ, ADAMTS17, SLC9A9, RP5-921G16.1, KCNAB1, TMEM132C, MYO16, TENM3, NDST3, CNTNAP3B, FGF13, ZNF804A, SOX6, PLD5, KCTD8, DPP10
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Early Born Deep Layer/subplate Excitatory Neuron V1	Human fetal	Nowakowski et al 2017	1.720282126268708e-4	4.824456651540483e-4	-0.575224848694678	-2.1642991110669625	GABBR2, RALYL, NTRK2, ZFPM2, CNTN1, OPCML, KHDRBS3, GRM5, NPTX1, SCN2A, WASF1, KAZN, SH3GL2, SULT4A1, NLGN1, GABRA3, LRRTM4, TLE4, SYT16, CHST15, GLB1L2, PAPPA2, PRDM8, VSNL1, IGSF21, B3GAT1, KIAA1644, ELMOD1, VSTM2L, KCNMA1, HS3ST4, AGAP1, SYT6, CLSTN2, KIT, NPAS2, SLC24A2, DYNC1I1, PDZD2, SPOCK1, NEUROD6, PRICKLE2, GABRG2, SERPINI1, KLHL1, SHISA2, DPP10, GRIK3, ADRBK2, GPR37
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 37-Ctx excitatory neurons	Mouse P9	Anderson et al 2020	1.7208742040956807e-4	4.824456651540483e-4	-0.5830727811259286	-2.1801741243318875	CHRNA4, GALNT9, GLRA3, CA10, CBLN2, KCNK9, MMP16, SYT13, SYT1, LINGO1, KHDRBS3, NPTX1, NRIP3, FAM189A1, ATP8A2, SH3GL2, ATP2B4, SV2B, BMP3, ZNF804B, IGSF21, ASIC2, AGBL4, KCNJ3, ADCY2, PRICKLE1, KCNT2, AK5, OLFM3, LYPD6B, CHRM2, DISP2, SULF1, B3GALT2, DYNC1I1, GABRA1, NOV, CXCL12, RAMP3, SPOCK1, NEUROD6, PFKP
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Astro-ependymal progenitors	Mouse P0	Jessa et al 2019	1.7196904557179707e-4	4.824456651540483e-4	-0.5855161824589064	-2.196718511947502	MEGF11, TCF7L2, NTRK2, C10orf105, ITM2C, RSPH1, TPPP3, RAMP1, FBXO2, DYNLRB2, CAPSL, FAM183A, EFCAB1, RIIAD1, CST3, CMTM5, C7orf57, CLU, RSPO3, METRN, GJA1, PTCH1, MIA, PIFO, C2orf50, GDPD2, MIA-RAB4B, TSPAN15, PRELP, BCL2, FHL1, MLF1, NME5, NKAIN4, ALDOC, LPAR1, PACRG, SERPINH1, C9orf116, LRP1B, MGST1, CD81, ENTPD2, TMEM47, TEKT1, GDF10, SLIT2, PTN, HSPA2, IGFBP5, SLC39A12
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	NRGN-expressing neurons 1	Human ped/adult	Velmeshev et al 2019	1.719986240110079e-4	4.824456651540483e-4	-0.5847879797740799	-2.1976306014545646	NEFM, SCN3B, SYT1, SYT4, STXBP1, RTN1, STMN2, SNAP25, FAIM2, SNCB, RAB3A, LY6H, ATP1B1, DPYSL2, BEX2, VSNL1, SEPW1, CLU, ATP1A3, SCG5, NAPB, YWHAG, NDRG4, DNM1, CALM3, NSF, APLP1, UCHL1, HSP90AA1, ATP6V0E2, DYNLL1, ATP2B1, RTN4, PLD3, SERPINI1, SNCA, SYP, CREG2, HSP90AB1, FTH1, TMEM59L, GAP43, CLSTN1, PGM2L1, ENO2, SLC17A7, PRNP, LINC00657, RGS4
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	SV2C interneurons	Human ped/adult	Velmeshev et al 2019	1.720282126268708e-4	4.824456651540483e-4	-0.5929335008032669	-2.2309283954307824	NXPH1, RELN, ADARB2, LINC00693, FSTL5, LUZP2, GRM5, RAB3C, NTNG1, NRIP3, UNC13C, ATP8A2, KAZN, SCN1A, SPHKAP, DOCK10, VWC2, FGF14, NYAP2, TMEM132D, PTCHD4, GRIA4, ANKRD55, CTC-806A22.1, SV2C, RP11-123O10.4, TOX2, DNER, GRIP1, PRELID2, PTPRT, GRIK2, ALK, PTPRM, KCNC2, MTUS2, C8orf34, ZMAT4, CACNA2D1, RPH3A, MACROD2, KIT, SGCZ, LINGO2, GRIK1, KCNAB1, MYO16, GRIN3A, FGF13, SPOCK1, IL1RAPL1, PKP2
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Choroid	Human fetal	Nowakowski et al 2017	1.720282126268708e-4	4.824456651540483e-4	-0.594151919512055	-2.2355127289037218	DAW1, SPAG6, F5, SPAG17, RSPH1, C5orf49, TPPP3, AQP1, SLC16A10, C2orf40, FAM183A, PCDP1, DRC1, LRRIQ1, EFCAB1, TAF4B, ATG9B, WDR16, ARMC3, TCTEX1D1, SPATA18, STPG1, EFCAB12, RIBC2, C2orf73, MORN5, PIFO, MAP3K19, DMKN, FAM47E, ADGB, TTC40, HTR2C, WDR96, SULF1, CCDC11, DNAI1, ROPN1L, FANK1, EPHX2, C9orf116, ZMYND10, LRRC6, VWA3A, DNAH7, DNAH7, AKAP14, TBC1D8B, SPA17, MDH1B, WDR78, FAM179A, PCP4, TEKT1, C9orf24
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 OPC	Mouse adult	Mizrak et al 2019	1.721763085399449e-4	4.824456651540483e-4	-0.6010960959405541	-2.244229461260093	C1QL1, NXPH1, LIMS2, GPR17, RPRM, MATN4, G0S2, SOX10, TNR, OLIG2, KCNIP3, LUZP2, CNTN1, XYLT1, OLIG1, RAMP1, NEU4, NCALD, S100B, ZDHHC2, KANK1, CSPG4, ADCYAP1R1, BRINP1, S100A1, CHADL, SULF2, CCND1, FXYD6, STMN3, SERPINE2, AMPD3
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 Oligodendrocytes	Mouse adult	Mizrak et al 2019	1.7208742040956807e-4	4.824456651540483e-4	-0.6018810340260359	-2.25050027850002	EFNB3, SEZ6L2, OLIG1, TPPP3, NDRG1, MAPK8IP1, DNAJB2, PPP1R16B, BIN1, CMTM5, TUBB4A, LGI3, TSPAN2, HAPLN2, CRYAB, PTGDS, TPPP, DESI1, DUSP26, FA2H, APLP1, PDLIM2, CNTN2, CNP, PLEKHB1, TMEFF2, CSRP1, EDIL3, LPAR1, UGT8, ELOVL7, STMN4, APOD, MBP, PRR5L, PLS1, TMEM151A, TTLL7, CLDN11, GJC2, FTH1, GPR37, SEPT4, TALDO1, APP, DEGS1, SLC44A1, PEX5L, RNF13, MOBP, TMEM88B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 25-SPN	Mouse P9	Anderson et al 2020	1.7208742040956807e-4	4.824456651540483e-4	-0.602229226991301	-2.251802210810562	PCBP3, ADARB2, TSHZ1, ARPP21, FGF12, FAM155A, PBX3, SDK2, PCDH7, EPHA6, PPP1R12B, SH3GL2, PAK7, LGR5, PDE4DIP, MAGI2, CACNA1C, NEGR1, CAMK4, NCAM1, CADPS, GRIP1, FRAS1, PPM1L, OTUD7A, ADAMTS19, RUNX1T1, KCNC2, DSCAM, CACNA2D1, PPFIA2, AUTS2, MACROD2, CELF4, PCDH15, DYNC1I1, MPPED1, BRINP2, ENOX1, TENM4, ZNF608, FAM171B, CDK14, ZNF385B, ERBB4, SGCD, HCN1, ASTN1, KCNB2, NAV3, GRIN2B, ADAMTSL1, MAP2, PLCB4
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 41-Interneurons	Mouse P9	Anderson et al 2020	1.7229496898690558e-4	4.824456651540483e-4	-0.607177862204263	-2.2557407214736114	PPAPDC1A, HCN4, SLC6A15, CACNA2D2, LIN28B, CA10, KCNK9, SCN9A, NDNF, SYT13, GDNF, FIGN, SYT1, FGF12, FAM155A, ACHE, NRIP3, CGREF1, TSHZ2, SPHKAP, NYAP2, PTCHD4, SV2C, TRPC4, ASIC2, SLC5A7, VSTM2L, RESP18, CD44, ADCY2, HS3ST4, ELFN1, KCNT2, ZMAT4, CFTR, DSCAM, CLSTN2, PRIMA1, ADAMTS17, GARNL3, TACR1, CHRM2, DISP2, TACR3, IQSEC3, SLC7A14, DRD2, KCTD6, NDST4
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Early Born Deep Layer/subplate Excitatory Neuron PFC	Human fetal	Nowakowski et al 2017	1.720282126268708e-4	4.824456651540483e-4	-0.6001040436733823	-2.257907757666046	SUSD4, RALYL, SYN3, ZFPM2, CNTN1, OPCML, CSMD3, KHDRBS3, GRM5, KCNG1, HCRTR2, CALN1, UNC13C, CARD10, KAZN, C1orf95, SH3GL2, COL19A1, LRRTM4, ABLIM3, GABRA5, PAPPA2, CAMKV, VSNL1, IGSF21, ASTN2, ELMOD1, HSPA12A, KCNMA1, GRIK2, FOSL2, HS3ST4, GABRG3, CSGALNACT1, MTUS2, C8orf34, SLC5A8, OLFM3, CLSTN2, MACROD2, GARNL3, LINGO2, CDH10, HOOK1, YPEL2, IQCA1, CDH18, PDZD2, PRICKLE2, BACE2, KLHL1, GUCY1A2, DPP10, LRP1B, COL25A1
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Somatostatin interneurons	Human ped/adult	Velmeshev et al 2019	1.7304031839418584e-4	4.824456651540483e-4	-0.6146149425464726	-2.2710995590744174	NXPH1, LHFPL3, TENM2, RALYL, LINC00693, FSTL5, CDH12, RAB3C, TRHDE, UNC13C, EPHA6, PCDH11Y, PCDH11X, RBFOX1, RP11-123O10.4, RP11-85M11.2, CADPS, GRIP1, ASTN2, GRIK2, XKR4, PTPRM, ADCY2, RUNX1T1, KCNC2, MTUS2, SHISA6, PCLO, PCDH15, GRID2, GRIK1, CDH8, TENM3, GRIN3A, STXBP6, OXR1, SOX6, GRIK3, CHRM3, COL25A1
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 26-Ependymal	Mouse P9	Anderson et al 2020	1.7482517482517483e-4	4.824456651540483e-4	-0.6332751116490734	-2.2804259331538983	DNAH2, SPAG17, SLC38A1, ITM2C, RSPH1, ADAMTS20, DNAH3, RGS22, ZBBX, TMEM212, TPPP3, GLIS3, KIF6, DYNLRB2, WWC1, LRRIQ1, EFCAB1, RIIAD1, ARMC3, AGBL4, CCDC30, DNAH5, WDR49, PIFO, SPATA17, NME5, MAATS1, SYNE1, PACRG, FOXJ1, CCDC146, TTC29, CCDC153, VWA3A, DNAH7, WDR78, DNAH6, CCDC170, RARRES2, DNAH10
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	NRGN-expressing neurons 2	Human ped/adult	Velmeshev et al 2019	1.719986240110079e-4	4.824456651540483e-4	-0.6083522981257183	-2.2861852039824484	SCN3B, SYT1, SYT4, SEZ6L2, STXBP1, RTN1, SCN2A, STMN2, SNAP25, NSG2, FAIM2, RAB3A, ATP2B2, CADM3, ATP1B1, DPYSL2, BEX2, PRKAR1B, VSNL1, SEPW1, ATP1A3, SCG5, NAPB, YWHAG, NDRG4, PREPL, PRKCB, DNM1, CALM3, NSF, SYNGR1, UCHL1, HSP90AA1, DYNLL1, ATP2B1, RTN4, PLD3, SERPINI1, SNCA, SYP, CREG2, HSP90AB1, ATP6V1A, TMEM59L, GAP43, CLSTN1, PGM2L1, ENO2, SLC17A7, PRNP, LINC00657, ATP2A2, RGS4, APP
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 6-SPN	Mouse P9	Anderson et al 2020	1.721763085399449e-4	4.824456651540483e-4	-0.6252049158039392	-2.3342412317224523	RELN, GNAL, PCP4L1, CNTNAP5, ARPP21, SYT4, RGS9, RASGEF1A, GRM5, NGEF, CALN1, KCTD16, SCN2A, ANO3, SNAP25, PPP1R1B, ATP2B2, RBFOX1, PRKCE, ADCY5, LYPD1, KCNQ5, CAMK4, CPLX2, ELMOD1, LRFN5, RGS2, PPP3CA, NDRG4, DLGAP2, HS3ST4, PRKCB, CAMK2B, RBFOX3, LINGO2, FOXP1, RXRG, KCNAB1, MYT1L, PDE10A, CDH8, ATP2B1, ANK3, SNCA, KCTD8, CX3CL1, PRKACB, BCL11B, KCNIP2, GALNT8, PCP4, PDE1B, GRIN2B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Maturing neurons	Human ped/adult	Velmeshev et al 2019	1.720282126268708e-4	4.824456651540483e-4	-0.6219172396119631	-2.339980499632133	TENM2, RALYL, CBLN2, CACNA1B, CDH12, ARPP21, SYT1, CHD5, KCTD16, ANO3, EPHA6, RIMS2, ATP8A2, RBFOX1, DGKB, ERC2, LRRTM4, CACNA1C, GRIA4, FAM19A2, KCNQ5, GABRB3, STXBP5L, ASIC2, BCYRN1, FAM19A1, AGBL4, LRFN5, KCNMA1, KCNH1, FRMPD4, SORBS2, DLGAP2, PRKCB, PPFIA2, PVRL3, LINGO2, FRMD4A, DOK6, FAM153B, CDH18, KCNIP4, MYT1L, NDST3, RGS7, CNTN4, CHRM3, WBSCR17, LDB2, GRIN2A, ERICH1-AS1, GALNTL6, ANKRD30BL, GRIN2B, MLIP, KHDRBS2, PHACTR1
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 36-Interneurons	Mouse P9	Anderson et al 2020	1.7229496898690558e-4	4.824456651540483e-4	-0.634672904762535	-2.3780148850508067	NXPH1, CBLN2, FSTL5, SCN9A, GRIK4, SYT13, OPCML, TMEM130, NOS1, FAM155A, ACHE, VGF, DGKG, CGREF1, FAM189A1, SYNGR3, ARHGDIG, NYAP2, LY6H, VSTM2B, VSNL1, ZNF804B, IGSF21, PTPRT, ATP1A3, CHODL, RESP18, ALK, XKR4, PTPRM, KCNC2, SHISA6, FXYD6, ZMAT4, SFRP1, NPY2R, KCNMB2, LINGO2, TACR1, CHRM2, DISP2, TBC1D30, RIMS4, GRIK1, MASP1, GRIN3A, SPOCK1, NDST4, SOX6, DPP10, CHRM3, COL25A1, TRPC7, GALR1, TOX, GRIN2A, PAM, HCN1, KCNB2, CNTNAP3
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Cortical excitatory neurons	Mouse P3	Jessa et al 2019	1.7196904557179707e-4	4.824456651540483e-4	-0.6368723539459409	-2.3893947453088864	CALY, GOLGA7B, RALYL, L1CAM, SLC17A6, HECW1, ARPP21, SYT1, SYT4, DMTN, ACTL6B, CALN1, STMN2, NDRG1, SNCB, ARHGDIG, RAB3A, NSG1, RBFOX1, FAM19A2, GABRA5, PSD, FAM57B, BEND6, PRKAR1B, CAMKV, TRPC4, CPLX2, GPR85, SHANK1, LRFN5, TUBB3, CAMK2B, CD200, RBFOX3, STMN3, CACNA2D1, PPFIA2, SYT5, DPYSL3, APLP1, SERP2, EFNA3, CNTN2, POU3F1, DYNC1I1, MYT1L, FABP3, ELAVL3, NEUROD6, MPPED1, STMN4, SNCA, GAP43, TUBB2B, GRIN2B, MLIP, CCL27, CCL27, CCL27, CCL27, CCL27, CCL27, CCL27, NEUROD2, FKBP1B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 16-OPCs	Mouse P9	Anderson et al 2020	1.721763085399449e-4	4.824456651540483e-4	-0.6430164562917251	-2.4007417200521406	C1QL1, MEGF11, NXPH1, SEMA3D, GPR17, MYT1, SOX10, TNR, PPAPDC1A, OLIG2, KCNIP3, KCND2, MMP16, LUZP2, CNTN1, FIGN, OPCML, XYLT1, BRINP3, OLIG1, FAM155A, PCDH7, NCAM2, CDH20, NCALD, TMEM132D, DNER, ASTN2, FAM19A1, ZDHHC2, KANK1, CSPG4, GPC5, SULF2, STK32A, B3GAT2, DSCAM, PRKCQ, PCDH15, PPP2R2B, GRIK1, SOX8, PDE4B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 27-SPN	Mouse P9	Anderson et al 2020	1.7208742040956807e-4	4.824456651540483e-4	-0.6423304804256638	-2.4017452675281947	GNAL, PCP4L1, CNTNAP5, FAM135B, CELF5, ARPP21, RGS9, RASGEF1A, NGEF, CALN1, PHYHIP, KCTD16, ANO3, PPP1R1B, ADCY5, SV2C, CAMK4, PENK, SYNDIG1L, SYNDIG1, RGS2, GALNT13, HPCA, ADORA2A, PPP3CA, CYP11A1, HS3ST4, GABRG3, NEBL, KCNA4, CAMK2B, PTPN5, MME, SGCZ, FOXP1, RXRG, NPAS2, SLC24A2, POU3F1, KCNAB1, PDE10A, CDH8, ATP2B1, DRD2, ZNF804A, CNTN4, SNCA, KCTD8, CX3CL1, CHRM3, BCL11B, WBSCR17, KCNIP2, GALNT8, ACVR1C, GUCY1A3, PCP4, PDE1B
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 14-SPN	Mouse P9	Anderson et al 2020	1.7205781142463867e-4	4.824456651540483e-4	-0.6442175267283516	-2.402001638854405	RELN, DGKI, CNTNAP5, TENM2, CSMD3, DPP6, GRM5, CALN1, KCTD16, ANO3, CACNA1E, THRB, RAMP1, FGF14, RBFOX1, DGKB, ADCY5, LYPD1, NEGR1, KCNQ5, GABRB3, STXBP5L, ELMOD1, LRFN5, GALNT13, KCNMA1, GRIK2, BRINP1, DLGAP2, GABRG3, DTNB, SLC2A13, MACROD2, SERPINE2, LINGO2, FOXP1, CDH18, RASGEF1B, CNTN3, KCNAB1, PDE10A, CDH8, ATP2B1, ANK3, ZNF804A, CNTN4
